,name,type,guests,cabins,crew,Cabin Configuration,length,Builder,year,Cruising Speed,Beam,Draft,Gross Tonnage,model,Exterior Designer,Interior Design,summer_low_season_price_per_day_$,summer_high_season_price_per_day_$,Summer Cruising Regions,Summer Hot Spots,winter_low_season_price_per_day_$,winter_high_season_price_per_day_$,Winter Cruising Regions,Winter Hot Spots,description,Owner & Guests
2772,RAY,Catamarans,8.0,4.0,3.0,"1 Master, 3 Double",21.84m / 71'8,Sunreef Yachts Sunreef Yachts,2025,11 Knots,10.86m / 35'8,2.3m / 7'7,,Sunreef 70 Eco Sunreef 70 Eco,Sunreef Yachts,Sunreef Yachts,,,,,"$70,000 p/week + expenses","$77,000 p/week + expenses","Bermuda, Caribbean, Antigua,, Bahamas,, Saint Martin,, St Barts",,"The 21.84m/71'8"" catamaran yacht 'Ray' offers the unmissable chance to charter a brand new superyacht, having only launched this year. Delivered by the Polish shipyard Sunreef Yachts  and featuring interior styling by Polish designer Sunreef Yachts she can comfortably accommodate up to 8 guests in 4 cabins.",
2773,RAY 3,Motor Yachts,8.0,4.0,3.0,"1 Master, 1 VIP, 1 Double, 1 Twin",28.14m / 92'4,Sunseeker Sunseeker,2013,23 Knots,6.5m / 21'4,2.05m / 6'9,138 GT,28 Metre Yacht 28 Metre Yacht,Sunseeker,Sunseeker,"€46,500 p/week + expenses Approx $54,500","€52,500 p/week + expenses Approx $61,500","Mediterranean, France,, Italy,, Monaco","Corsica, French Riviera, Sardinia","€46,500 p/week + expenses Approx $54,500","€52,500 p/week + expenses Approx $61,500","Mediterranean, France,, Italy,, Monaco","Corsica, French Riviera, Sardinia","The 28.15m/92'4"" motor yacht 'Ray 3' by the British shipyard Sunseeker offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by British designer Sunseeker.",
2774,READY II PLAY,Motor Yachts,8.0,4.0,4.0,"1 Master, 1 VIP, 2 Double",35.05m / 115',Trinity Yachts Trinity Yachts,1990 | 2021 (Refitted),12 Knots,7.47m / 24'6,1.7m / 5'7,186 GT,Custom Custom,"Trinity Yachts, Gerhard Gilgenast",Dee Robinson Interiors,"$60,000 p/week + expenses","$70,000 p/week + expenses","Caribbean, Bahamas",Florida,"$60,000 p/week + expenses","$70,000 p/week + expenses",,Virgin Islands,"The 35.1m/115'2"" motor yacht 'Ready II Play' by the American shipyard Trinity Yachts offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Dee Robinson Interiors.",
2775,REAL SUMMERTIME,Motor Yachts,12.0,5.0,6.0,,36.58m / 120',Sovereign Yachts Sovereign Yachts,2000 | 2022 (Refitted),14 Knots,7.62m / 25',1.83m / 6',250 GT,Sovereign 120 Sovereign 120,Jack Sarin Naval Architects,Pacific Custom Interiors - Peter Sheryl Guyon,"$95,000 p/week + expenses","$95,000 p/week + expenses","Caribbean, Bahamas",Florida,"$95,000 p/week + expenses","$95,000 p/week + expenses","Caribbean, Bahamas",Florida,"The 36.91m/121'1"" 'Real Summertime' motor yacht built by shipyard Sovereign Yachts is available for charter for up to 12 guests in 5 cabins. This  yacht  features interior styling by Pacific Custom Interiors - Peter  Sheryl Guyon.",
2776,REBECCA V,Motor Yachts,10.0,4.0,4.0,"1 Master, 1 VIP, 2 Twin",25.82m / 84'9,Benetti Benetti,2009,10 Knots,6.75m / 22'2,1.67m / 5'6,103 GT,Legend 85 Legend 85,Stefano Righini,Zuretti,"€45,000 p/week + expenses Approx $52,500","€49,000 p/week + expenses Approx $57,000","Mediterranean, Croatia,, Greece,, Montenegro",Mykonos,"€45,000 p/week + expenses Approx $52,500","€49,000 p/week + expenses Approx $57,000",,,The 25.9m/85' motor yacht 'Rebecca V' by the Italian shipyard Benetti offers flexible accommodation for up to 10 guests in 4 cabins and features interior styling by French designer Zuretti.,
2777,RECORD YEAR,Motor Yachts,8.0,1.0,3.0,"1 Master, 1 VIP, 1 Double, 1 Double/Twin",25.91m / 85',Princess Princess,2021,20 Knots,6.3m / 20'8,1.77m / 5'10,110 GT,Princess Y85 Princess Y85,"Pininfarina, Bernard Olesinski",Princess,"$60,000 p/week + expenses","$65,000 p/week + expenses","Caribbean, Bahamas",Florida,"$60,000 p/week + expenses","$65,000 p/week + expenses","Caribbean, Bahamas",Florida,"The 26.2m/85'11"" 'Record Year' motor yacht built by the British shipyard Princess is available for charter for up to 8 guests in 1 cabins. This  yacht  features interior styling by British designer Princess.",
2778,RED CARPET,Sailing Yachts,6.0,3.0,2.0,3 Twin,21.82m / 71'7,Vismara Marine Vismara Marine,2017,8 Knots,4.79m / 15'9,2.6m / 8'6,,V71 V71,,,"€13,500 p/week + expenses Approx $15,500","€22,000 p/week + expenses Approx $25,000","Mediterranean, Malta","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Ligurian Riviera, Portofino, Sardinia, St Tropez","€13,500 p/week + expenses Approx $15,500","€13,500 p/week + expenses Approx $15,500","Mediterranean, Malta","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Ligurian Riviera, Portofino, Sardinia, St Tropez","The 21.82m/71'7"" 'Red Carpet' sail yacht built by shipyard Vismara Marine is available for charter for up to 6 guests in 3 cabins.",
2779,RED DRAGON,Sailing Yachts,10.0,5.0,9.0,"1 Master, 3 Double, 1 Twin",51.69m / 169'7,Alloy Yachts Alloy Yachts,2008 | 2023 (Refitted),12 Knots,10.2m / 33'6,4.9m / 16'1,384 GT,Custom Custom,Dubois,Wilmotte & Associates,"€230,000 p/week + expenses Approx $269,000","€245,000 p/week + expenses Approx $286,500","Mediterranean, Croatia,, France,, Greece,, Italy,, Monaco,, Montenegro","Amalfi Coast, Calvi, Corsica, French Riviera, Ibiza, Mykonos, Sardinia, The Balearics","$230,000 p/week + expenses","$245,000 p/week + expenses","Caribbean, Antigua,, Saint Martin,, St Barts",,"The 51.7m/169'7"" sail yacht 'Red Dragon' by the New Zealander shipyard Alloy Yachts offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Wilmotte & Associates.",
2780,RED ROSE,Motor Yachts,8.0,4.0,4.0,"1 Master, 1 VIP, 2 Twin",27.99m / 91'10,Aicon Aicon,2010 | 2022 (Refitted),19 Knots,6.4m / 21',1.7m / 5'7,83 GT,Aicon 85 Fly Aicon 85 Fly,,Aicon,"€38,000 p/week + expenses Approx $44,000","€44,000 p/week + expenses Approx $51,000","Mediterranean, Greece","Mykonos, Santorini","€35,000 p/week + expenses Approx $40,500","€35,000 p/week + expenses Approx $40,500","Mediterranean, Greece","Mykonos, Santorini",The 25.91m/85' motor yacht 'Red Rose' by shipyard Aicon offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Aicon.,
2781,RED SKY,Classic Yachts,12.0,5.0,10.0,"1 Master, 2 Double, 2 Twin, 2 Pullman",64.52m / 211'8,"Dream Ship Victory, Dream Ship Victory, Balk Shipyard Balk Shipyard",2013 | 2020 (Refitted),12 Knots,10.5m / 34'5,4.7m / 15'5,490 GT,Custom Custom,Valeriy Stepanenko,Ken Freivokh,"€140,000 p/week + expenses Approx $159,500","€175,000 p/week + expenses Approx $199,500",,,"€140,000 p/week + expenses Approx $159,500","€175,000 p/week + expenses Approx $199,500",,,"The 64.52m/211'8"" 'Red Sky' (ex. M.S. Vorontsov) classic yacht built by shipyard Dream Ship Victory is available for charter for up to 12 guests in 5 cabins. This award winning  yacht  features interior styling by British designer Ken Freivokh.",
2782,REE,Gulet Yachts,10.0,5.0,6.0,"1 Master, 4 Convertible",34.11m / 111'11,Cantiere Valdettaro Cantiere Valdettaro,1996 | 2019 (Refitted),10 Knots,7.95m / 26'1,2.8m / 9'2,172 GT,Custom,Laurent Giles,,"$54,000 p/week + expenses","$54,000 p/week + expenses",,,"$52,000 p/week + expenses","$68,250 p/week + expenses",,,The 34.14m/112' 'Ree' (ex. Parsifal II) gulet yacht built by shipyard Cantiere Valdettaro is available for charter for up to 10 guests in 5 cabins.,
2783,REEL TEXAN,Motor Yachts,6.0,3.0,2.0,,24.38m / 80',Ocean Alexander Ocean Alexander,2009 | 2016 (Refitted),10 Knots,6.1m / 20',1.5m / 4'11,114 GT,80 Motoryacht 80 Motoryacht,Ocean Alexander,Fujita,"$28,000 p/week + expenses","$28,000 p/week + expenses","Caribbean, Bahamas",Florida,"$28,000 p/week + expenses","$33,500 p/week + expenses",Caribbean,Virgin Islands,"The 24.4m/80'1"" 'Reel Texan' motor yacht built by the American shipyard Ocean Alexander is available for charter for up to 6 guests in 3 cabins. This  yacht  features interior styling by Fujita.",
2784,REFLECTION,Motor Yachts,8.0,4.0,4.0,"1 Master, 1 VIP, 2 Twin",30.75m / 100'11,Azimut Azimut,2003,25 Knots,6.6m / 21'8,1.65m / 5'5,150 GT,Azimut 100 Jumbo Azimut 100 Jumbo,Stefano Righini,Zuretti,"$45,000 p/week + expenses","$48,000 p/week + expenses","Caribbean, Bahamas",Virgin Islands,"$45,000 p/week + expenses","$48,000 p/week + expenses","Caribbean, Bahamas",Virgin Islands,"The 30.75m/100'11"" 'Reflection' motor yacht built by the Italian shipyard Azimut is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by French designer Zuretti.",
2785,REFLECTIONS,Motor Yachts,6.0,3.0,5.0,"1 Master, 2 Twin",32m / 105',Broward Broward,1982 | 2018 (Refitted),12 Knots,6.1m / 20',1.8m / 5'11,115 GT,Custom,Broward,,"$50,000 p/week + expenses","$59,000 p/week + expenses",,,"$49,000 p/week + expenses","$59,000 p/week + expenses",,,"The 29.96m/98'4"" motor yacht 'Reflections' by shipyard Broward offers flexible accommodation for up to 6 guests in 3 cabins.",
2786,REGAL,Open Yachts,7.0,3.0,3.0,"1 Master, 1 VIP, 1 Twin",27.42m / 90',Pershing Pershing,2009 | 2021 (Refitted),38 Knots,6.23m / 20'5,1.65m / 5'5,75 GT,Pershing 90 Pershing 90,Fulvio de Simoni,Pershing,"$60,000 p/week + expenses","$75,000 p/week + expenses","Caribbean, Bahamas",,"$60,000 p/week + expenses","$75,000 p/week + expenses","Caribbean, Bahamas",,The 27.42m/90' open yacht 'Regal' by the Italian shipyard Pershing offers flexible accommodation for up to 7 guests in 3 cabins and features interior styling by Italian designer Pershing.,
2787,REGINE,Motor Yachts,8.0,4.0,4.0,,29.06m / 95'4,Sanlorenzo Sanlorenzo,2022,17 Knots,6.76m / 22'2,1.98m / 6'6,133 GT,SL96 Asymmetric SL96 Asymmetric,Zuccon,Laura Sessa Romboli,"€80,000 p/week + expenses Approx $91,000","€85,000 p/week + expenses Approx $97,000","Mediterranean, France,, Italy,, Monaco","Corsica, French Riviera, Sardinia","€80,000 p/week + expenses Approx $91,000","€85,000 p/week + expenses Approx $97,000","Mediterranean, France,, Italy,, Monaco","Corsica, French Riviera, Sardinia","The 29.06m/95'4"" 'Regine' motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by Italian designer Laura Sessa Romboli.",
2788,REGINE OF CANNES,Motor Yachts,8.0,4.0,3.0,"1 Master, 1 VIP, 2 Twin",24.64m / 80'10,Sanlorenzo Sanlorenzo,2020,18 Knots,5.74m / 18'10,1.83m / 6',96 GT,SL78 SL78,Officina Italiana Design,Officina Italiana Design,"€47,000 p/week + expenses Approx $53,500","€50,000 p/week + expenses Approx $57,000","Mediterranean, France,, Italy,, Monaco","Corsica, French Riviera, Sardinia","€47,000 p/week + expenses Approx $53,500","€50,000 p/week + expenses Approx $57,000","Mediterranean, France,, Monaco","Corsica, French Riviera","The 24.59m/80'8"" motor yacht 'Regine Of Cannes' by the Italian shipyard Sanlorenzo offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Officina Italiana Design.",
2789,REHAB,Open Yachts,4.0,2.0,2.0,"1 Master, 1 VIP",21.01m / 68'11,Sunseeker Sunseeker,2004 | 2016 (Refitted),20 Knots,5.18m / 17',1.15m / 3'9,72 GT,Custom,,,"€24,000 p/week + expenses Approx $27,500","€26,400 p/week + expenses Approx $30,000","Mediterranean, France,, Monaco",French Riviera,"€24,000 p/week + expenses Approx $27,500","€26,400 p/week + expenses Approx $30,000","Mediterranean, France,, Monaco",French Riviera,"The 21m/68'11"" 'Rehab' open yacht built by the British shipyard Sunseeker is available for charter for up to 4 guests in 2 cabins.",
2790,REHAB,Motor Yachts,10.0,5.0,6.0,"1 Master, 2 Double, 2 Twin",32.99m / 108'3,Benetti Benetti,2015 | 2024 (Refitted),12.5 Knots,7.39m / 24'3,2.24m / 7'4,210 GT,Supreme 108 Supreme 108,Stefano Righini,Benetti,"$95,000 p/week + expenses","$100,000 p/week + expenses","Bermuda, Caribbean, Antigua,, Bahamas,, Cuba,, Saint Martin,, St Barts",Virgin Islands,"$95,000 p/week + expenses","$100,000 p/week + expenses","Bermuda, Caribbean, Antigua,, Bahamas,, Cuba,, Saint Martin,, St Barts",Virgin Islands,"The 32.99m/108'3"" 'Rehab' motor yacht built by the Italian shipyard Benetti is available for charter for up to 10 guests in 5 cabins. This  yacht  features interior styling by Italian designer Benetti.",
2791,REINA,Sailing Yachts,6.0,3.0,3.0,,24.13m / 79'2,Oyster Yachts Oyster Yachts,2013,8 Knots,6.31m / 20'8,3.42m / 11'3,79 GT,Oyster 825 Oyster 825,Humphreys Yacht Design,,"€32,000 p/week + expenses Approx $37,500","€32,000 p/week + expenses Approx $37,500",,,"$38,000 p/week + expenses","$41,800 p/week + expenses","Caribbean, Antigua,, Saint Martin,, St Barts",,"The 25.15m/82'6"" sail yacht 'Reina' by shipyard Oyster Yachts offers flexible accommodation for up to 6 guests in 3 cabins.",
2792,RELENTLESS,Motor Yachts,10.0,5.0,7.0,"1 Master, 2 VIP, 2 Twin",39.62m / 130',Westport Yachts Westport Yachts,2006 | 2023 (Refitted),15 Knots,7.92m / 26',2.01m / 6'7,298 GT,Westport 130 Westport 130,Gregory Marshall,Pacific Custom Interiors,"$95,000 p/week + expenses","$95,000 p/week + expenses","Caribbean, Bahamas",Florida,"$95,000 p/week + expenses","$105,000 p/week + expenses","Caribbean, Bahamas",Florida,The 39.62m/130' motor yacht 'Relentless' by the American shipyard Westport Yachts offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Pacific Custom Interiors.,
2793,RELENTLESS,Motor Yachts,10.0,5.0,9.0,"1 Master, 3 Double, 1 Twin",44.2m / 145',Trinity Yachts Trinity Yachts,2001,15 Knots,8.2m / 26'11,2.1m / 6'11,391 GT,Custom Custom,Trinity Yachts,Dee Robinson Interiors,"$150,000 p/week + expenses","$150,000 p/week + expenses","Caribbean, Bahamas",,"$150,000 p/week + expenses","$150,000 p/week + expenses","Caribbean, Antigua,, Bahamas,, Saint Martin,, St Barts",Virgin Islands,The 43.28m/142' 'Relentless' motor yacht built by the American shipyard Trinity Yachts is available for charter for up to 10 guests in 5 cabins. This  yacht  features interior styling by Dee Robinson Interiors.,
2794,RELENTLESS II,Catamarans,8.0,4.0,4.0,"1 Master, 2 Double, 1 Twin",24.4m / 80'1,Sunreef Yachts Sunreef Yachts,2022,8 Knots,11.5m / 37'9,4.07m / 13'4,152 GT,Sunreef 80 Sailing Sunreef 80 Sailing,Sunreef Yachts,Sunreef Yachts,"$94,000 p/week + expenses","$100,000 p/week + expenses",Caribbean,,"$94,000 p/week + expenses","$100,000 p/week + expenses",Caribbean,,"The 24.4m/80'1"" catamaran yacht 'Relentless II' by the Polish shipyard Sunreef Yachts offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Polish designer Sunreef Yachts.",
2795,RELIANCE,Motor Yachts,12.0,6.0,13.0,"1 Master, 1 VIP, 2 Double, 2 Twin",55m / 180'5,Heesen Heesen,2023,13 Knots,9.6m / 31'6,3.17m / 10'5,756 GT,55m Steel 55m Steel,Omega Architects,LUCA DINI Design & Architecture,"€350,000 p/week + expenses Approx $410,500","€400,000 p/week + expenses Approx $469,000","Mediterranean, France,, Italy,, Malta,, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia","$350,000 p/week + expenses","$400,000 p/week + expenses","Bermuda, Caribbean, Antigua,, Bahamas,, Cuba,, Saint Martin,, St Barts",Virgin Islands,"The 55m/180'5"" motor yacht 'Reliance' is an excellent new superyacht for the luxury charter market. Delivered by the Dutch shipyard Heesen  and featuring interior styling by Italian designer LUCA DINI Design & Architecture she can comfortably accommodate up to 12 guests in 6 cabins.",
2796,REM,Motor Yachts,10.0,5.0,6.0,"1 Master, 2 VIP, 2 Twin",33.53m / 110',Mengi Yay Mengi Yay,2015,13 Knots,7.8m / 25'7,2.3m / 7'7,218 GT,Custom Custom,Karatas Yacht Design,,"€95,000 p/week + expenses Approx $108,500","€110,000 p/week + expenses Approx $125,500","Mediterranean, Turkey",,"€95,000 p/week + expenses Approx $108,500","€110,000 p/week + expenses Approx $125,500","Mediterranean, Turkey",,"The 34m/111'7"" motor yacht 'REM' by the Turkish shipyard Mengi Yay offers flexible accommodation for up to 10 guests in 5 cabins.",
2797,REMEMBER WHEN,Motor Yachts,12.0,6.0,11.0,"1 Master, 1 VIP, 2 Double, 2 Twin, 2 Pullman",49.38m / 162',Christensen Christensen,2011 | 2022 (Refitted),12 Knots,9.12m / 29'11,2.44m / 8',499 GT,Christensen 160 Christensen 160,Christensen,Carol Williamson & Associates,"$230,000 p/week + expenses","$230,000 p/week + expenses","Caribbean, Bahamas",New England,"$230,000 p/week + expenses","$260,000 p/week + expenses","Caribbean, Bahamas",,The 49.38m/162' 'Remember When' motor yacht built by shipyard Christensen is available for charter for up to 12 guests in 6 cabins. This  yacht  features interior styling by Carol Williamson & Associates.,
2798,RENA,Motor Yachts,12.0,5.0,8.0,,44.2m / 145',NQEA Yachts NQEA Yachts,1989 | 2021 (Refitted),13 Knots,7.7m / 25'3,2.3m / 7'7,334 GT,Custom Custom,Jack Hargrave,,"$105,000 p/week + expenses","$110,000 p/week + expenses","Caribbean, Bahamas",,"$105,000 p/week + expenses","$110,000 p/week + expenses","Caribbean, Bahamas",Virgin Islands,The 44.2m/145' motor yacht 'Rena' by shipyard NQEA Yachts offers flexible accommodation for up to 12 guests in 5 cabins.,
2799,RENAISSANCE,Expedition Yachts,36.0,19.0,44.0,"15 Double, 4 Double/Twin",112m / 367'5,Freire Shipyard Freire Shipyard,2023,12 Knots,18m / 59'1,5.1m / 16'9,"7,200 GT",Custom Custom,Bannenberg & Rowell,Bannenberg & Rowell,"€3,000,000 p/week + expenses Approx $3,440,000","€3,500,000 p/week + expenses Approx $4,013,500",,,"$3,000,000 p/week + expenses","$3,500,000 p/week + expenses",,,"The 112m/367'5"" expedition yacht 'Renaissance' is an excellent new superyacht for the luxury charter market. Delivered by the Spanish Freire Shipyard  and featuring interior styling by English designer Bannenberg & Rowell this award winning  yacht  can comfortably accommodate up to 36 guests in 19 cabins.",
2800,RENAISSANCE,Motor Yachts,10.0,5.0,6.0,"1 Master, 2 Double, 2 Double/Twin",35.36m / 116',Hargrave Hargrave,2016 | 2024 (Refitted),14 Knots,7.32m / 24',1.88m / 6'2,253 GT,Hargrave 116 Hargrave 116,Jack Sarin Naval Architects,Shelly,"$90,000 p/week + expenses","$90,000 p/week + expenses","Caribbean, Bahamas",New England,"$90,000 p/week + expenses","$90,000 p/week + expenses","Caribbean, Bahamas",Florida,The 35.35m/116' motor yacht 'Renaissance' by the American shipyard Hargrave offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Shelly.,
2801,RENATA,Expedition Yachts,12.0,6.0,10.0,"1 Master, 4 Double, 1 Twin",40.8m / 133'10,Cerri Cantieri Naval Cerri Cantieri Naval,2025 | 2025 (Refitted),12 Knots,9m / 29'6,2.6m / 8'6,499 GT,Fuoriserie Fuoriserie,Studio Sculli,Studio Sculli,"€179,000 p/week + expenses Approx $209,000","€199,000 p/week + expenses Approx $232,000","Mediterranean, Croatia,, France,, Greece,, Italy,, Monaco,, Montenegro,, Turkey","Amalfi Coast, Calvi, Corsica, French Riviera, Mykonos, Sardinia",,,,,"The 40.9m/134'2"" expedition yacht 'Renata' offers the unmissable chance to charter a brand new superyacht, having only launched this year. Delivered by the Italian shipyard Cerri Cantieri Navali  and featuring interior styling by Studio Sculli she can comfortably accommodate up to 12 guests in 6 cabins.",
2802,RESILIENCE,Motor Yachts,10.0,4.0,3.0,"1 Master, 1 VIP, 2 Twin",24.99m / 82',Spertini Alalunga Spertini Alalunga,2006 | 2022 (Refitted),23 Knots,5.9m / 19'4,1.8m / 5'11,50 GT,Alalunga 78 Alalunga 78,,,"€30,000 p/week + expenses Approx $34,000","€34,000 p/week + expenses Approx $39,000",Mediterranean,Amalfi Coast,"€30,000 p/week + expenses Approx $34,000","€30,000 p/week + expenses Approx $34,000",Mediterranean,Amalfi Coast,The 24.99m/82' motor yacht 'Resilience' by shipyard Spertini Alalunga offers flexible accommodation for up to 10 guests in 4 cabins.,
